Prompt
"Nitrogen level is 90, Phosphorus level is 42, Potassium level is 43, Temperature is 20.87974371°C, Humidity is 82.00274423%, pH value is 6.502985292, and Rainfall is 202.9355362 mm. The crop is Rice."
"Nitrogen level is 13, Phosphorus level is 72, Potassium level is 21, Temperature is 24.32116642°C, Humidity is 21.0278674%, pH value is 5.821194486, and Rainfall is 60.27552528 mm. The crop is KidneyBeans."
"Nitrogen level is 34, Phosphorus level is 60, Potassium level is 23, Temperature is 20.12574053°C, Humidity is 24.96969858%, pH value is 5.659254981, and Rainfall is 100.0497183 mm. The crop is KidneyBeans."
"Nitrogen level is 9, Phosphorus level is 80, Potassium level is 19, Temperature is 21.80619564°C, Humidity is 18.57086554%, pH value is 5.945465949, and Rainfall is 125.0972687 mm. The crop is KidneyBeans."
"Nitrogen level is 11, Phosphorus level is 72, Potassium level is 20, Temperature is 19.52226241°C, Humidity is 24.92607153%, pH value is 5.951177452, and Rainfall is 113.334026 mm. The crop is KidneyBeans."
"Nitrogen level is 3, Phosphorus level is 67, Potassium level is 24, Temperature is 17.00067625°C, Humidity is 19.90790546%, pH value is 5.520880014, and Rainfall is 103.2926407 mm. The crop is KidneyBeans."
"Nitrogen level is 35, Phosphorus level is 69, Potassium level is 23, Temperature is 16.78791503°C, Humidity is 24.96881755%, pH value is 5.578410206, and Rainfall is 75.45328039 mm. The crop is KidneyBeans."
"Nitrogen level is 3, Phosphorus level is 77, Potassium level is 25, Temperature is 24.84906168°C, Humidity is 22.89464642%, pH value is 5.608165195, and Rainfall is 62.21292186 mm. The crop is KidneyBeans."
"Nitrogen level is 23, Phosphorus level is 62, Potassium level is 19, Temperature is 16.51783455°C, Humidity is 20.4555596%, pH value is 5.609435128, and Rainfall is 98.77794225 mm. The crop is KidneyBeans."
"Nitrogen level is 22, Phosphorus level is 71, Potassium level is 17, Temperature is 18.15300153°C, Humidity is 19.38602098%, pH value is 5.509295379, and Rainfall is 107.6907964 mm. The crop is KidneyBeans."
"Nitrogen level is 31, Phosphorus level is 79, Potassium level is 25, Temperature is 23.18864385°C, Humidity is 22.3104551%, pH value is 5.902033406, and Rainfall is 63.38208822 mm. The crop is KidneyBeans."
"Nitrogen level is 34, Phosphorus level is 59, Potassium level is 18, Temperature is 23.38002569°C, Humidity is 21.98879437%, pH value is 5.744117663, and Rainfall is 87.66898664 mm. The crop is KidneyBeans."
"Nitrogen level is 12, Phosphorus level is 63, Potassium level is 17, Temperature is 18.358923°C, Humidity is 19.37703396%, pH value is 5.717143397, and Rainfall is 138.414764 mm. The crop is KidneyBeans."
"Nitrogen level is 27, Phosphorus level is 56, Potassium level is 20, Temperature is 19.25975367°C, Humidity is 20.51346956%, pH value is 5.542690119, and Rainfall is 94.9533526 mm. The crop is KidneyBeans."
"Nitrogen level is 7, Phosphorus level is 63, Potassium level is 24, Temperature is 22.95458237°C, Humidity is 24.03553105%, pH value is 5.858617867, and Rainfall is 107.7315386 mm. The crop is KidneyBeans."
"Nitrogen level is 24, Phosphorus level is 67, Potassium level is 22, Temperature is 20.120043°C, Humidity is 22.89845607%, pH value is 5.618844277, and Rainfall is 104.6252153 mm. The crop is KidneyBeans."
"Nitrogen level is 11, Phosphorus level is 71, Potassium level is 24, Temperature is 21.14011423°C, Humidity is 22.7182355%, pH value is 5.606620346, and Rainfall is 141.6056722 mm. The crop is KidneyBeans."
"Nitrogen level is 37, Phosphorus level is 74, Potassium level is 15, Temperature is 24.92360104°C, Humidity is 18.22590825%, pH value is 5.582178402, and Rainfall is 62.7089169 mm. The crop is KidneyBeans."
"Nitrogen level is 25, Phosphorus level is 76, Potassium level is 24, Temperature is 15.33042636°C, Humidity is 24.91506728%, pH value is 5.56503533, and Rainfall is 135.3315583 mm. The crop is KidneyBeans."
"Nitrogen level is 34, Phosphorus level is 66, Potassium level is 17, Temperature is 18.81097271°C, Humidity is 21.27833035%, pH value is 5.889614577, and Rainfall is 125.084915 mm. The crop is KidneyBeans."
"Nitrogen level is 20, Phosphorus level is 69, Potassium level is 15, Temperature is 23.44260668°C, Humidity is 22.77255917%, pH value is 5.934136378, and Rainfall is 107.4137246 mm. The crop is KidneyBeans."
"Nitrogen level is 37, Phosphorus level is 65, Potassium level is 16, Temperature is 22.8352024°C, Humidity is 18.97267518%, pH value is 5.683548308, and Rainfall is 63.59276673 mm. The crop is KidneyBeans."
"Nitrogen level is 18, Phosphorus level is 74, Potassium level is 15, Temperature is 24.9035819°C, Humidity is 22.27512704%, pH value is 5.70836603, and Rainfall is 146.4727237 mm. The crop is KidneyBeans."
"Nitrogen level is 4, Phosphorus level is 67, Potassium level is 25, Temperature is 23.78709569°C, Humidity is 24.35679348%, pH value is 5.948164454, and Rainfall is 119.6404412 mm. The crop is KidneyBeans."
"Nitrogen level is 37, Phosphorus level is 56, Potassium level is 25, Temperature is 22.05592283°C, Humidity is 19.60379304%, pH value is 5.774755144, and Rainfall is 126.7265372 mm. The crop is KidneyBeans."
"Nitrogen level is 5, Phosphorus level is 59, Potassium level is 15, Temperature is 18.87492997°C, Humidity is 20.18238348%, pH value is 5.97229163, and Rainfall is 134.1811718 mm. The crop is KidneyBeans."
"Nitrogen level is 11, Phosphorus level is 61, Potassium level is 21, Temperature is 18.62328774°C, Humidity is 23.02410338%, pH value is 5.532100554, and Rainfall is 135.3378033 mm. The crop is KidneyBeans."
"Nitrogen level is 22, Phosphorus level is 80, Potassium level is 20, Temperature is 23.00884744°C, Humidity is 18.86880997%, pH value is 5.669560726, and Rainfall is 100.118612 mm. The crop is KidneyBeans."
"Nitrogen level is 12, Phosphorus level is 61, Potassium level is 19, Temperature is 19.33162606°C, Humidity is 24.13995025%, pH value is 5.655726817, and Rainfall is 68.51253427 mm. The crop is KidneyBeans."
"Nitrogen level is 5, Phosphorus level is 74, Potassium level is 21, Temperature is 16.24469193°C, Humidity is 21.35793891%, pH value is 5.591704014, and Rainfall is 66.97053257 mm. The crop is KidneyBeans."
"Nitrogen level is 27, Phosphorus level is 69, Potassium level is 22, Temperature is 17.91652287°C, Humidity is 24.90814655%, pH value is 5.932323085, and Rainfall is 69.14681022 mm. The crop is KidneyBeans."
"Nitrogen level is 31, Phosphorus level is 75, Potassium level is 18, Temperature is 15.46789263°C, Humidity is 21.43780702%, pH value is 5.824208309, and Rainfall is 88.88796102 mm. The crop is KidneyBeans."
"Nitrogen level is 36, Phosphorus level is 68, Potassium level is 20, Temperature is 17.06104474°C, Humidity is 23.77201471%, pH value is 5.86442953, and Rainfall is 81.83420522 mm. The crop is KidneyBeans."
"Nitrogen level is 5, Phosphorus level is 65, Potassium level is 16, Temperature is 21.32776028°C, Humidity is 18.48522915%, pH value is 5.866744372, and Rainfall is 109.1013261 mm. The crop is KidneyBeans."
"Nitrogen level is 32, Phosphorus level is 79, Potassium level is 15, Temperature is 23.90910104°C, Humidity is 20.74619325%, pH value is 5.706198621, and Rainfall is 81.60211243 mm. The crop is KidneyBeans."
"Nitrogen level is 11, Phosphorus level is 78, Potassium level is 22, Temperature is 23.89756791°C, Humidity is 22.74378977%, pH value is 5.940546818, and Rainfall is 112.6616435 mm. The crop is KidneyBeans."
"Nitrogen level is 0, Phosphorus level is 55, Potassium level is 22, Temperature is 22.98666928°C, Humidity is 20.57940608%, pH value is 5.916779289, and Rainfall is 143.8584938 mm. The crop is KidneyBeans."
"Nitrogen level is 14, Phosphorus level is 59, Potassium level is 15, Temperature is 21.35135729°C, Humidity is 22.91244883%, pH value is 5.779090476, and Rainfall is 146.4548645 mm. The crop is KidneyBeans."
"Nitrogen level is 29, Phosphorus level is 68, Potassium level is 23, Temperature is 24.1638445°C, Humidity is 19.27907819%, pH value is 5.82738029, and Rainfall is 116.7324324 mm. The crop is KidneyBeans."
"Nitrogen level is 32, Phosphorus level is 68, Potassium level is 19, Temperature is 24.62835037°C, Humidity is 18.18325169%, pH value is 5.514234138, and Rainfall is 149.7441028 mm. The crop is KidneyBeans."
"Nitrogen level is 17, Phosphorus level is 64, Potassium level is 17, Temperature is 21.02213209°C, Humidity is 24.93896255%, pH value is 5.662699104, and Rainfall is 124.6118471 mm. The crop is KidneyBeans."
"Nitrogen level is 13, Phosphorus level is 69, Potassium level is 19, Temperature is 17.30844532°C, Humidity is 20.01730914%, pH value is 5.86390397, and Rainfall is 115.199245 mm. The crop is KidneyBeans."
"Nitrogen level is 14, Phosphorus level is 67, Potassium level is 22, Temperature is 23.82576704°C, Humidity is 24.75485098%, pH value is 5.624690248, and Rainfall is 84.64143632 mm. The crop is KidneyBeans."
"Nitrogen level is 9, Phosphorus level is 69, Potassium level is 20, Temperature is 19.30607278°C, Humidity is 23.96362799%, pH value is 5.591560999, and Rainfall is 129.3449326 mm. The crop is KidneyBeans."
"Nitrogen level is 20, Phosphorus level is 73, Potassium level is 22, Temperature is 16.03768615°C, Humidity is 22.33195853%, pH value is 5.976312538, and Rainfall is 130.3900798 mm. The crop is KidneyBeans."
"Nitrogen level is 40, Phosphorus level is 78, Potassium level is 20, Temperature is 19.18572809°C, Humidity is 20.83398341%, pH value is 5.669236258, and Rainfall is 80.15293435 mm. The crop is KidneyBeans."
"Nitrogen level is 27, Phosphorus level is 72, Potassium level is 23, Temperature is 19.92889503°C, Humidity is 21.79992115%, pH value is 5.961934481, and Rainfall is 64.02640797 mm. The crop is KidneyBeans."
"Nitrogen level is 14, Phosphorus level is 67, Potassium level is 15, Temperature is 19.56376468°C, Humidity is 24.67385131%, pH value is 5.690065688, and Rainfall is 139.2921004 mm. The crop is KidneyBeans."
"Nitrogen level is 7, Phosphorus level is 56, Potassium level is 18, Temperature is 18.31357543°C, Humidity is 24.32991649%, pH value is 5.698371311, and Rainfall is 76.14153904 mm. The crop is KidneyBeans."
"Nitrogen level is 27, Phosphorus level is 65, Potassium level is 18, Temperature is 20.10993761°C, Humidity is 23.22323766%, pH value is 5.59503163, and Rainfall is 73.36386477 mm. The crop is KidneyBeans."
"Nitrogen level is 30, Phosphorus level is 63, Potassium level is 16, Temperature is 23.60506572°C, Humidity is 21.90539577%, pH value is 5.525904526, and Rainfall is 100.5978728 mm. The crop is KidneyBeans."
"Nitrogen level is 37, Phosphorus level is 70, Potassium level is 25, Temperature is 19.73136909°C, Humidity is 24.89487354%, pH value is 5.819403771, and Rainfall is 84.06354115 mm. The crop is KidneyBeans."
"Nitrogen level is 27, Phosphorus level is 63, Potassium level is 19, Temperature is 20.93409877°C, Humidity is 21.1893007%, pH value is 5.562201934, and Rainfall is 133.1914419 mm. The crop is KidneyBeans."
"Nitrogen level is 22, Phosphorus level is 60, Potassium level is 24, Temperature is 18.78226261°C, Humidity is 20.24768314%, pH value is 5.630664753, and Rainfall is 104.2570723 mm. The crop is KidneyBeans."
"Nitrogen level is 3, Phosphorus level is 72, Potassium level is 24, Temperature is 36.51268371°C, Humidity is 57.92887167%, pH value is 6.03160778, and Rainfall is 122.6539694 mm. The crop is PigeonPeas."
"Nitrogen level is 40, Phosphorus level is 59, Potassium level is 23, Temperature is 36.89163721°C, Humidity is 62.73178224%, pH value is 5.269084669, and Rainfall is 163.7266551 mm. The crop is PigeonPeas."
"Nitrogen level is 33, Phosphorus level is 73, Potassium level is 23, Temperature is 29.23540524°C, Humidity is 59.38967583%, pH value is 5.985792703, and Rainfall is 103.3301803 mm. The crop is PigeonPeas."
"Nitrogen level is 27, Phosphorus level is 57, Potassium level is 24, Temperature is 27.33534897°C, Humidity is 43.35795962%, pH value is 6.09186275, and Rainfall is 142.3303677 mm. The crop is PigeonPeas."
"Nitrogen level is 10, Phosphorus level is 79, Potassium level is 18, Temperature is 21.0643684°C, Humidity is 55.46985938%, pH value is 5.624731338, and Rainfall is 184.6226709 mm. The crop is PigeonPeas."
"Nitrogen level is 30, Phosphorus level is 75, Potassium level is 25, Temperature is 30.33276599°C, Humidity is 42.35249879%, pH value is 6.446091759, and Rainfall is 149.299952 mm. The crop is PigeonPeas."
"Nitrogen level is 40, Phosphorus level is 70, Potassium level is 20, Temperature is 31.80130272°C, Humidity is 45.03186173%, pH value is 5.623490043, and Rainfall is 147.0361442 mm. The crop is PigeonPeas."
"Nitrogen level is 38, Phosphorus level is 55, Potassium level is 19, Temperature is 33.18184225°C, Humidity is 38.23184742%, pH value is 5.864623352, and Rainfall is 198.8298806 mm. The crop is PigeonPeas."
"Nitrogen level is 35, Phosphorus level is 58, Potassium level is 20, Temperature is 29.38538562°C, Humidity is 63.47742011%, pH value is 5.761702519, and Rainfall is 90.05422663 mm. The crop is PigeonPeas."
"Nitrogen level is 38, Phosphorus level is 61, Potassium level is 21, Temperature is 30.27374995°C, Humidity is 67.38680755%, pH value is 4.696518678, and Rainfall is 127.7767134 mm. The crop is PigeonPeas."
"Nitrogen level is 33, Phosphorus level is 58, Potassium level is 24, Temperature is 35.45790488°C, Humidity is 68.75810535%, pH value is 5.269504214, and Rainfall is 108.6333046 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 56, Potassium level is 17, Temperature is 33.80020039°C, Humidity is 40.03262418%, pH value is 7.445444883, and Rainfall is 176.6165894 mm. The crop is PigeonPeas."
"Nitrogen level is 31, Phosphorus level is 72, Potassium level is 17, Temperature is 28.69180475°C, Humidity is 49.47225353%, pH value is 5.833031708, and Rainfall is 96.36222901 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 80, Potassium level is 20, Temperature is 31.24021696°C, Humidity is 56.67369054%, pH value is 7.339320929, and Rainfall is 122.0146733 mm. The crop is PigeonPeas."
"Nitrogen level is 27, Phosphorus level is 72, Potassium level is 17, Temperature is 28.98039357°C, Humidity is 57.23265151%, pH value is 6.347929353, and Rainfall is 120.7435664 mm. The crop is PigeonPeas."
"Nitrogen level is 40, Phosphorus level is 62, Potassium level is 19, Temperature is 27.32198928°C, Humidity is 34.13737127%, pH value is 4.697750704, and Rainfall is 96.51524028 mm. The crop is PigeonPeas."
"Nitrogen level is 18, Phosphorus level is 58, Potassium level is 16, Temperature is 21.47607807°C, Humidity is 38.80023714%, pH value is 4.962661422, and Rainfall is 180.382234 mm. The crop is PigeonPeas."
"Nitrogen level is 3, Phosphorus level is 68, Potassium level is 16, Temperature is 18.31910448°C, Humidity is 34.69776639%, pH value is 4.964887857, and Rainfall is 107.4721605 mm. The crop is PigeonPeas."
"Nitrogen level is 26, Phosphorus level is 67, Potassium level is 24, Temperature is 36.97794384°C, Humidity is 37.73992903%, pH value is 5.642813116, and Rainfall is 161.4812963 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 70, Potassium level is 20, Temperature is 24.80467592°C, Humidity is 40.1242747%, pH value is 5.6093956, and Rainfall is 121.5639121 mm. The crop is PigeonPeas."
"Nitrogen level is 24, Phosphorus level is 63, Potassium level is 19, Temperature is 19.3479443°C, Humidity is 55.96805489%, pH value is 4.681576043, and Rainfall is 194.5921148 mm. The crop is PigeonPeas."
"Nitrogen level is 9, Phosphorus level is 76, Potassium level is 25, Temperature is 28.88302142°C, Humidity is 50.12323801%, pH value is 5.70951224, and Rainfall is 179.2155874 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 55, Potassium level is 19, Temperature is 19.54314136°C, Humidity is 47.19188279%, pH value is 6.413543781, and Rainfall is 192.4372194 mm. The crop is PigeonPeas."
"Nitrogen level is 28, Phosphorus level is 75, Potassium level is 21, Temperature is 24.7741949°C, Humidity is 50.54621094%, pH value is 6.007508163, and Rainfall is 114.2821387 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 71, Potassium level is 24, Temperature is 18.33124824°C, Humidity is 38.40975482%, pH value is 4.946369874, and Rainfall is 139.6483317 mm. The crop is PigeonPeas."
"Nitrogen level is 24, Phosphorus level is 70, Potassium level is 21, Temperature is 19.14729038°C, Humidity is 45.3733757%, pH value is 5.517208078, and Rainfall is 132.7748215 mm. The crop is PigeonPeas."
"Nitrogen level is 38, Phosphorus level is 72, Potassium level is 21, Temperature is 28.23416057°C, Humidity is 49.4421345%, pH value is 5.902103172, and Rainfall is 186.5008581 mm. The crop is PigeonPeas."
"Nitrogen level is 9, Phosphorus level is 66, Potassium level is 21, Temperature is 30.11812084°C, Humidity is 34.13307843%, pH value is 5.719889876, and Rainfall is 157.0858232 mm. The crop is PigeonPeas."
"Nitrogen level is 34, Phosphorus level is 56, Potassium level is 17, Temperature is 33.4126864°C, Humidity is 35.42910045%, pH value is 4.548202098, and Rainfall is 139.6702541 mm. The crop is PigeonPeas."
"Nitrogen level is 1, Phosphorus level is 76, Potassium level is 19, Temperature is 24.18553163°C, Humidity is 46.68746847%, pH value is 6.669529416, and Rainfall is 177.3377996 mm. The crop is PigeonPeas."
"Nitrogen level is 6, Phosphorus level is 69, Potassium level is 19, Temperature is 26.88630675°C, Humidity is 41.69617915%, pH value is 4.750929218, and Rainfall is 94.46748008 mm. The crop is PigeonPeas."
"Nitrogen level is 26, Phosphorus level is 73, Potassium level is 21, Temperature is 31.33170829°C, Humidity is 57.97429171%, pH value is 4.946263888, and Rainfall is 161.7820226 mm. The crop is PigeonPeas."
"Nitrogen level is 27, Phosphorus level is 61, Potassium level is 18, Temperature is 33.30711818°C, Humidity is 67.07780816%, pH value is 5.266227032, and Rainfall is 108.5090168 mm. The crop is PigeonPeas."
"Nitrogen level is 27, Phosphorus level is 71, Potassium level is 23, Temperature is 23.45379018°C, Humidity is 46.48714759%, pH value is 7.10959773, and Rainfall is 150.8712202 mm. The crop is PigeonPeas."
"Nitrogen level is 36, Phosphorus level is 61, Potassium level is 21, Temperature is 34.53823889°C, Humidity is 39.04468913%, pH value is 5.617008201, and Rainfall is 168.5948318 mm. The crop is PigeonPeas."
"Nitrogen level is 17, Phosphorus level is 73, Potassium level is 18, Temperature is 19.50112224°C, Humidity is 34.51086611%, pH value is 5.632353113, and Rainfall is 197.3752649 mm. The crop is PigeonPeas."
"Nitrogen level is 26, Phosphorus level is 72, Potassium level is 22, Temperature is 28.76794904°C, Humidity is 37.57792132%, pH value is 4.674941549, and Rainfall is 91.72084869 mm. The crop is PigeonPeas."
"Nitrogen level is 17, Phosphorus level is 64, Potassium level is 16, Temperature is 30.97758716°C, Humidity is 32.24914235%, pH value is 7.161797643, and Rainfall is 180.716828 mm. The crop is PigeonPeas."
"Nitrogen level is 14, Phosphorus level is 74, Potassium level is 19, Temperature is 18.39759147°C, Humidity is 36.82639309%, pH value is 6.624966131, and Rainfall is 93.12330644 mm. The crop is PigeonPeas."
"Nitrogen level is 39, Phosphorus level is 60, Potassium level is 15, Temperature is 35.09357419°C, Humidity is 30.98685456%, pH value is 5.004074624, and Rainfall is 116.9106908 mm. The crop is PigeonPeas."
"Nitrogen level is 6, Phosphorus level is 66, Potassium level is 15, Temperature is 34.93174223°C, Humidity is 30.40046769%, pH value is 6.345806011, and Rainfall is 159.2649827 mm. The crop is PigeonPeas."
"Nitrogen level is 8, Phosphorus level is 59, Potassium level is 18, Temperature is 29.50523036°C, Humidity is 35.72032498%, pH value is 6.216814453, and Rainfall is 187.8961851 mm. The crop is PigeonPeas."
"Nitrogen level is 2, Phosphorus level is 67, Potassium level is 18, Temperature is 34.51934775°C, Humidity is 47.52980027%, pH value is 5.921666758, and Rainfall is 129.0064612 mm. The crop is PigeonPeas."
"Nitrogen level is 1, Phosphorus level is 76, Potassium level is 17, Temperature is 28.43430726°C, Humidity is 52.10010827%, pH value is 6.012719118, and Rainfall is 147.0414824 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 73, Potassium level is 19, Temperature is 18.41645629°C, Humidity is 34.80541039%, pH value is 4.684079249, and Rainfall is 163.2747473 mm. The crop is PigeonPeas."
"Nitrogen level is 23, Phosphorus level is 75, Potassium level is 25, Temperature is 31.07508973°C, Humidity is 47.19847683%, pH value is 7.077170002, and Rainfall is 91.31256412 mm. The crop is PigeonPeas."
"Nitrogen level is 32, Phosphorus level is 70, Potassium level is 20, Temperature is 20.89342749°C, Humidity is 46.24856523%, pH value is 6.208843215, and Rainfall is 195.5697875 mm. The crop is PigeonPeas."
"Nitrogen level is 28, Phosphorus level is 59, Potassium level is 22, Temperature is 30.90607799°C, Humidity is 52.79913039%, pH value is 7.05181629, and Rainfall is 170.9919828 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 62, Potassium level is 23, Temperature is 27.9348279°C, Humidity is 66.45457122%, pH value is 4.722222454, and Rainfall is 145.3728801 mm. The crop is PigeonPeas."
"Nitrogen level is 36, Phosphorus level is 67, Potassium level is 25, Temperature is 35.95176642°C, Humidity is 36.52780776%, pH value is 6.418062652, and Rainfall is 136.0456753 mm. The crop is PigeonPeas."
"Nitrogen level is 1, Phosphorus level is 66, Potassium level is 23, Temperature is 19.54317155°C, Humidity is 56.92831399%, pH value is 4.803564468, and Rainfall is 173.1686574 mm. The crop is PigeonPeas."
"Nitrogen level is 24, Phosphorus level is 73, Potassium level is 20, Temperature is 19.63736208°C, Humidity is 32.31528909%, pH value is 4.608695247, and Rainfall is 176.4134092 mm. The crop is PigeonPeas."
"Nitrogen level is 17, Phosphorus level is 67, Potassium level is 18, Temperature is 31.2192752°C, Humidity is 56.46868874%, pH value is 5.611510977, and Rainfall is 129.2028653 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 55, Potassium level is 18, Temperature is 33.50876355°C, Humidity is 45.70976142%, pH value is 7.322097972, and Rainfall is 126.6738117 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 56, Potassium level is 24, Temperature is 24.80710166°C, Humidity is 45.01110015%, pH value is 5.023115055, and Rainfall is 188.4928637 mm. The crop is PigeonPeas."
"Nitrogen level is 37, Phosphorus level is 77, Potassium level is 17, Temperature is 36.20970524°C, Humidity is 31.94550613%, pH value is 5.617122801, and Rainfall is 191.0658531 mm. The crop is PigeonPeas."
"Nitrogen level is 13, Phosphorus level is 73, Potassium level is 20, Temperature is 30.50420876°C, Humidity is 35.48885969%, pH value is 5.391560418, and Rainfall is 162.5927723 mm. The crop is PigeonPeas."
"Nitrogen level is 6, Phosphorus level is 63, Potassium level is 23, Temperature is 26.01630259°C, Humidity is 49.94704718%, pH value is 5.906596905, and Rainfall is 160.3337447 mm. The crop is PigeonPeas."
"Nitrogen level is 16, Phosphorus level is 77, Potassium level is 22, Temperature is 31.48469278°C, Humidity is 35.6395615%, pH value is 6.574209678, and Rainfall is 100.546816 mm. The crop is PigeonPeas."
"Nitrogen level is 25, Phosphorus level is 64, Potassium level is 20, Temperature is 33.15122581°C, Humidity is 32.45974539%, pH value is 4.807776749, and Rainfall is 105.0380275 mm. The crop is PigeonPeas."
"Nitrogen level is 34, Phosphorus level is 75, Potassium level is 24, Temperature is 23.50222822°C, Humidity is 51.29019509%, pH value is 4.760038039, and Rainfall is 192.3023991 mm. The crop is PigeonPeas."
"Nitrogen level is 20, Phosphorus level is 77, Potassium level is 23, Temperature is 34.87248659°C, Humidity is 38.83786012%, pH value is 5.180271502, and Rainfall is 148.2502786 mm. The crop is PigeonPeas."
"Nitrogen level is 35, Phosphorus level is 80, Potassium level is 25, Temperature is 28.09269012°C, Humidity is 44.93322042%, pH value is 4.895927306, and Rainfall is 197.1144011 mm. The crop is PigeonPeas."
"Nitrogen level is 14, Phosphorus level is 75, Potassium level is 24, Temperature is 24.54757829°C, Humidity is 57.3414485%, pH value is 6.436160044, and Rainfall is 118.3606557 mm. The crop is PigeonPeas."
"Nitrogen level is 36, Phosphorus level is 80, Potassium level is 21, Temperature is 33.64769646°C, Humidity is 48.41490082%, pH value is 7.066087261, and Rainfall is 100.4673278 mm. The crop is PigeonPeas."
"Nitrogen level is 7, Phosphorus level is 77, Potassium level is 18, Temperature is 20.5591255°C, Humidity is 60.54880693%, pH value is 6.655918078, and Rainfall is 191.0895109 mm. The crop is PigeonPeas."
"Nitrogen level is 29, Phosphorus level is 78, Potassium level is 25, Temperature is 19.95991719°C, Humidity is 59.33157782%, pH value is 5.982854523, and Rainfall is 195.787103 mm. The crop is PigeonPeas."
"Nitrogen level is 30, Phosphorus level is 60, Potassium level is 21, Temperature is 28.87667593°C, Humidity is 62.4901206%, pH value is 5.457871273, and Rainfall is 182.2688175 mm. The crop is PigeonPeas."
"Nitrogen level is 20, Phosphorus level is 74, Potassium level is 16, Temperature is 36.04353699°C, Humidity is 43.61444121%, pH value is 4.759490199, and Rainfall is 159.8938645 mm. The crop is PigeonPeas."
"Nitrogen level is 19, Phosphorus level is 57, Potassium level is 23, Temperature is 23.6734328°C, Humidity is 47.2879691%, pH value is 7.342409555, and Rainfall is 141.1250722 mm. The crop is PigeonPeas."
"Nitrogen level is 3, Phosphorus level is 60, Potassium level is 19, Temperature is 25.74679443°C, Humidity is 40.7192594%, pH value is 4.820788186, and Rainfall is 100.7791633 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 77, Potassium level is 19, Temperature is 31.08564994°C, Humidity is 66.68832981%, pH value is 6.242052013, and Rainfall is 175.9303271 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 68, Potassium level is 20, Temperature is 18.72987676°C, Humidity is 61.33186249%, pH value is 5.001038726, and Rainfall is 139.8710041 mm. The crop is PigeonPeas."
"Nitrogen level is 37, Phosphorus level is 73, Potassium level is 21, Temperature is 29.50304807°C, Humidity is 63.46513414%, pH value is 5.560224583, and Rainfall is 189.5208915 mm. The crop is PigeonPeas."
"Nitrogen level is 9, Phosphorus level is 59, Potassium level is 24, Temperature is 20.43517772°C, Humidity is 39.37252634%, pH value is 4.747352458, and Rainfall is 137.2279662 mm. The crop is PigeonPeas."
"Nitrogen level is 20, Phosphorus level is 72, Potassium level is 15, Temperature is 36.00415838°C, Humidity is 56.01334416%, pH value is 7.313517308, and Rainfall is 134.8596466 mm. The crop is PigeonPeas."
"Nitrogen level is 31, Phosphorus level is 56, Potassium level is 23, Temperature is 31.46846241°C, Humidity is 35.39454002%, pH value is 5.661826398, and Rainfall is 174.5723999 mm. The crop is PigeonPeas."
"Nitrogen level is 0, Phosphorus level is 70, Potassium level is 21, Temperature is 36.30049702°C, Humidity is 56.03021253%, pH value is 4.672437054, and Rainfall is 101.6073988 mm. The crop is PigeonPeas."
"Nitrogen level is 21, Phosphorus level is 74, Potassium level is 15, Temperature is 29.49096726°C, Humidity is 67.10604388%, pH value is 6.471862118, and Rainfall is 153.2504506 mm. The crop is PigeonPeas."
"Nitrogen level is 13, Phosphorus level is 67, Potassium level is 18, Temperature is 30.5753044°C, Humidity is 34.75591197%, pH value is 5.384762927, and Rainfall is 177.5764304 mm. The crop is PigeonPeas."
"Nitrogen level is 27, Phosphorus level is 74, Potassium level is 20, Temperature is 24.69487673°C, Humidity is 59.96669215%, pH value is 5.859813416, and Rainfall is 91.95792434 mm. The crop is PigeonPeas."
"Nitrogen level is 29, Phosphorus level is 72, Potassium level is 24, Temperature is 23.17409556°C, Humidity is 36.67847052%, pH value is 6.962386495, and Rainfall is 162.5931264 mm. The crop is PigeonPeas."
"Nitrogen level is 5, Phosphorus level is 68, Potassium level is 20, Temperature is 19.04380471°C, Humidity is 33.10695144%, pH value is 6.12166671, and Rainfall is 155.3705624 mm. The crop is PigeonPeas."
"Nitrogen level is 39, Phosphorus level is 57, Potassium level is 19, Temperature is 29.32379604°C, Humidity is 45.93248374%, pH value is 6.421748487, and Rainfall is 165.4113371 mm. The crop is PigeonPeas."
"Nitrogen level is 22, Phosphorus level is 62, Potassium level is 16, Temperature is 34.6455408°C, Humidity is 54.32342534%, pH value is 4.828936119, and Rainfall is 180.9009998 mm. The crop is PigeonPeas."
"Nitrogen level is 18, Phosphorus level is 55, Potassium level is 23, Temperature is 21.9989826°C, Humidity is 56.31006755%, pH value is 6.98571967, and Rainfall is 136.8274312 mm. The crop is PigeonPeas."
