Prompt
"If Nitrogen level is 90, Phosphorus level is 42, Potassium level is 43, Temperature is 20.87974371°C, Humidity is 82.00274423%, pH value is 6.502985292, and Rainfall is 202.9355362 mm. The crop is Rice."
"If Nitrogen level is 46, Phosphorus level is 76, Potassium level is 77, Temperature is 18.2356751°C, Humidity is 19.68538502%, pH value is 6.967843048, and Rainfall is 83.74879344 mm. The crop is ChickPea."
"If Nitrogen level is 54, Phosphorus level is 61, Potassium level is 77, Temperature is 18.81198127°C, Humidity is 15.21618225%, pH value is 6.206582193, and Rainfall is 77.5429424 mm. The crop is ChickPea."
"If Nitrogen level is 38, Phosphorus level is 60, Potassium level is 76, Temperature is 18.65054116°C, Humidity is 17.80852431%, pH value is 8.868741443, and Rainfall is 77.92798682 mm. The crop is ChickPea."
"If Nitrogen level is 59, Phosphorus level is 55, Potassium level is 79, Temperature is 20.36720401°C, Humidity is 16.89574311%, pH value is 8.766128654, and Rainfall is 82.2545577 mm. The crop is ChickPea."
"If Nitrogen level is 36, Phosphorus level is 76, Potassium level is 75, Temperature is 18.38120357°C, Humidity is 16.63805158%, pH value is 8.736337905, and Rainfall is 70.52056697 mm. The crop is ChickPea."
"If Nitrogen level is 57, Phosphorus level is 68, Potassium level is 81, Temperature is 17.17012591°C, Humidity is 17.30457712%, pH value is 8.081095263, and Rainfall is 72.78624223 mm. The crop is ChickPea."
"If Nitrogen level is 35, Phosphorus level is 66, Potassium level is 81, Temperature is 19.37101121°C, Humidity is 15.77458129%, pH value is 6.138243973, and Rainfall is 85.24819851 mm. The crop is ChickPea."
"If Nitrogen level is 35, Phosphorus level is 64, Potassium level is 78, Temperature is 17.92845928°C, Humidity is 14.27327988%, pH value is 7.496645259, and Rainfall is 85.37378769 mm. The crop is ChickPea."
"If Nitrogen level is 52, Phosphorus level is 60, Potassium level is 79, Temperature is 19.45339934°C, Humidity is 18.23490739%, pH value is 8.380185271, and Rainfall is 75.6317566 mm. The crop is ChickPea."
"If Nitrogen level is 27, Phosphorus level is 76, Potassium level is 83, Temperature is 19.12829388°C, Humidity is 14.92241479%, pH value is 6.289614016, and Rainfall is 89.61857826 mm. The crop is ChickPea."
"If Nitrogen level is 57, Phosphorus level is 60, Potassium level is 84, Temperature is 19.1034283°C, Humidity is 17.26184541%, pH value is 6.586777189, and Rainfall is 75.49101167 mm. The crop is ChickPea."
"If Nitrogen level is 52, Phosphorus level is 68, Potassium level is 78, Temperature is 17.48504075°C, Humidity is 16.96070581%, pH value is 6.89655198, and Rainfall is 86.05078037 mm. The crop is ChickPea."
"If Nitrogen level is 43, Phosphorus level is 79, Potassium level is 79, Temperature is 19.40751744°C, Humidity is 18.98030507%, pH value is 7.806747656, and Rainfall is 80.25064637 mm. The crop is ChickPea."
"If Nitrogen level is 44, Phosphorus level is 74, Potassium level is 85, Temperature is 20.18649426°C, Humidity is 19.63719995%, pH value is 7.150681303, and Rainfall is 78.26039559 mm. The crop is ChickPea."
"If Nitrogen level is 24, Phosphorus level is 55, Potassium level is 78, Temperature is 17.30287885°C, Humidity is 15.15405941%, pH value is 6.64919573, and Rainfall is 75.57790384 mm. The crop is ChickPea."
"If Nitrogen level is 29, Phosphorus level is 77, Potassium level is 75, Temperature is 17.50361137°C, Humidity is 15.48083156%, pH value is 7.778591618, and Rainfall is 72.9446671 mm. The crop is ChickPea."
"If Nitrogen level is 20, Phosphorus level is 60, Potassium level is 78, Temperature is 18.17234999°C, Humidity is 14.70085967%, pH value is 6.358740355, and Rainfall is 90.7760707 mm. The crop is ChickPea."
"If Nitrogen level is 56, Phosphorus level is 67, Potassium level is 78, Temperature is 17.57445618°C, Humidity is 16.71826572%, pH value is 8.255450758, and Rainfall is 77.81891424 mm. The crop is ChickPea."
"If Nitrogen level is 37, Phosphorus level is 66, Potassium level is 85, Temperature is 20.93175255°C, Humidity is 18.91295403%, pH value is 6.456148474, and Rainfall is 78.06910795 mm. The crop is ChickPea."
"If Nitrogen level is 49, Phosphorus level is 71, Potassium level is 76, Temperature is 19.71098332°C, Humidity is 17.63879418%, pH value is 6.613072145, and Rainfall is 85.57925437 mm. The crop is ChickPea."
"If Nitrogen level is 59, Phosphorus level is 69, Potassium level is 80, Temperature is 19.07937684°C, Humidity is 17.86754927%, pH value is 8.165359297, and Rainfall is 69.40619137 mm. The crop is ChickPea."
"If Nitrogen level is 20, Phosphorus level is 79, Potassium level is 77, Temperature is 18.54988627°C, Humidity is 16.02542689%, pH value is 7.64867466, and Rainfall is 76.32565249 mm. The crop is ChickPea."
"If Nitrogen level is 24, Phosphorus level is 56, Potassium level is 85, Temperature is 18.19903647°C, Humidity is 17.41333199%, pH value is 6.545888558, and Rainfall is 80.6405403 mm. The crop is ChickPea."
"If Nitrogen level is 51, Phosphorus level is 72, Potassium level is 75, Temperature is 18.88852533°C, Humidity is 14.99451145%, pH value is 7.104224797, and Rainfall is 80.1113384 mm. The crop is ChickPea."
"If Nitrogen level is 57, Phosphorus level is 73, Potassium level is 85, Temperature is 18.49311205°C, Humidity is 14.72115044%, pH value is 7.358099622, and Rainfall is 91.94595352 mm. The crop is ChickPea."
"If Nitrogen level is 22, Phosphorus level is 64, Potassium level is 82, Temperature is 19.48974337°C, Humidity is 17.17260319%, pH value is 6.4740245, and Rainfall is 87.51312796 mm. The crop is ChickPea."
"If Nitrogen level is 52, Phosphorus level is 73, Potassium level is 79, Temperature is 17.25769499°C, Humidity is 18.74943955%, pH value is 7.840339389, and Rainfall is 94.00287214 mm. The crop is ChickPea."
"If Nitrogen level is 29, Phosphorus level is 75, Potassium level is 75, Temperature is 19.62416326°C, Humidity is 18.71483156%, pH value is 7.064790365, and Rainfall is 88.4585692 mm. The crop is ChickPea."
"If Nitrogen level is 44, Phosphorus level is 59, Potassium level is 78, Temperature is 20.67526473°C, Humidity is 19.85388984%, pH value is 7.599033472, and Rainfall is 84.78344008 mm. The crop is ChickPea."
"If Nitrogen level is 41, Phosphorus level is 69, Potassium level is 82, Temperature is 20.02381489°C, Humidity is 16.63294455%, pH value is 6.715587232, and Rainfall is 68.97806542 mm. The crop is ChickPea."
"If Nitrogen level is 52, Phosphorus level is 56, Potassium level is 85, Temperature is 20.1187446°C, Humidity is 14.44228303%, pH value is 6.81712422, and Rainfall is 88.68168643 mm. The crop is ChickPea."
"If Nitrogen level is 34, Phosphorus level is 76, Potassium level is 80, Temperature is 20.65691793°C, Humidity is 15.84572566%, pH value is 7.985417393, and Rainfall is 65.23811143 mm. The crop is ChickPea."
"If Nitrogen level is 42, Phosphorus level is 74, Potassium level is 83, Temperature is 19.2582557°C, Humidity is 14.2804191%, pH value is 7.545258424, and Rainfall is 65.78042032 mm. The crop is ChickPea."
"If Nitrogen level is 34, Phosphorus level is 71, Potassium level is 79, Temperature is 17.927806°C, Humidity is 15.85622899%, pH value is 7.728998197, and Rainfall is 74.63872762 mm. The crop is ChickPea."
"If Nitrogen level is 27, Phosphorus level is 73, Potassium level is 79, Temperature is 19.16288268°C, Humidity is 15.83500655%, pH value is 7.354973451, and Rainfall is 82.69766829 mm. The crop is ChickPea."
"If Nitrogen level is 30, Phosphorus level is 70, Potassium level is 79, Temperature is 20.26942271°C, Humidity is 19.96978871%, pH value is 7.313122235, and Rainfall is 69.64449182 mm. The crop is ChickPea."
"If Nitrogen level is 57, Phosphorus level is 57, Potassium level is 75, Temperature is 17.09104223°C, Humidity is 18.25142068%, pH value is 7.785039076, and Rainfall is 87.27444866 mm. The crop is ChickPea."
"If Nitrogen level is 27, Phosphorus level is 79, Potassium level is 82, Temperature is 17.06579293°C, Humidity is 17.54024066%, pH value is 6.307004923, and Rainfall is 70.87150577 mm. The crop is ChickPea."
"If Nitrogen level is 32, Phosphorus level is 71, Potassium level is 85, Temperature is 20.62767492°C, Humidity is 14.44008871%, pH value is 6.403982316, and Rainfall is 92.06630306 mm. The crop is ChickPea."
"If Nitrogen level is 31, Phosphorus level is 76, Potassium level is 82, Temperature is 20.8248451°C, Humidity is 17.85057083%, pH value is 7.599279991, and Rainfall is 79.20509212 mm. The crop is ChickPea."
"If Nitrogen level is 33, Phosphorus level is 75, Potassium level is 84, Temperature is 19.46210401°C, Humidity is 18.72831993%, pH value is 7.217018459, and Rainfall is 68.81405149 mm. The crop is ChickPea."
"If Nitrogen level is 47, Phosphorus level is 80, Potassium level is 77, Temperature is 17.18248372°C, Humidity is 16.42891834%, pH value is 7.561108006, and Rainfall is 72.85017344 mm. The crop is ChickPea."
"If Nitrogen level is 54, Phosphorus level is 62, Potassium level is 80, Temperature is 17.48911699°C, Humidity is 16.39055394%, pH value is 7.489545074, and Rainfall is 79.45758333 mm. The crop is ChickPea."
"If Nitrogen level is 47, Phosphorus level is 79, Potassium level is 78, Temperature is 17.48395377°C, Humidity is 14.76014523%, pH value is 6.609696734, and Rainfall is 65.11365631 mm. The crop is ChickPea."
"If Nitrogen level is 35, Phosphorus level is 57, Potassium level is 83, Temperature is 19.48316794°C, Humidity is 17.44534641%, pH value is 7.476800943, and Rainfall is 80.4986291 mm. The crop is ChickPea."
"If Nitrogen level is 53, Phosphorus level is 73, Potassium level is 77, Temperature is 19.71359733°C, Humidity is 18.09665739%, pH value is 7.325451279, and Rainfall is 73.64476535 mm. The crop is ChickPea."
"If Nitrogen level is 45, Phosphorus level is 61, Potassium level is 78, Temperature is 19.48649305°C, Humidity is 16.06240074%, pH value is 6.489389282, and Rainfall is 81.5284269 mm. The crop is ChickPea."
"If Nitrogen level is 37, Phosphorus level is 78, Potassium level is 79, Temperature is 19.95264829°C, Humidity is 14.82633099%, pH value is 7.786366322, and Rainfall is 88.6810311 mm. The crop is ChickPea."
"If Nitrogen level is 30, Phosphorus level is 75, Potassium level is 81, Temperature is 19.41789736°C, Humidity is 16.80472243%, pH value is 6.408437886, and Rainfall is 68.4951189 mm. The crop is ChickPea."
"If Nitrogen level is 37, Phosphorus level is 55, Potassium level is 82, Temperature is 19.45591848°C, Humidity is 18.02235902%, pH value is 8.423873703, and Rainfall is 78.44910564 mm. The crop is ChickPea."
"If Nitrogen level is 53, Phosphorus level is 65, Potassium level is 76, Temperature is 20.19137759°C, Humidity is 16.41998269%, pH value is 8.719960893, and Rainfall is 77.33795356 mm. The crop is ChickPea."
"If Nitrogen level is 22, Phosphorus level is 60, Potassium level is 85, Temperature is 18.8392908°C, Humidity is 14.74071856%, pH value is 7.811997977, and Rainfall is 94.78189594 mm. The crop is ChickPea."
"If Nitrogen level is 60, Phosphorus level is 61, Potassium level is 78, Temperature is 20.71219282°C, Humidity is 19.83643308%, pH value is 6.317153205, and Rainfall is 94.03659867 mm. The crop is ChickPea."
"If Nitrogen level is 42, Phosphorus level is 67, Potassium level is 77, Temperature is 18.99424448°C, Humidity is 15.9362937%, pH value is 7.114405288, and Rainfall is 78.69707199 mm. The crop is ChickPea."
"If Nitrogen level is 39, Phosphorus level is 76, Potassium level is 76, Temperature is 19.96837462°C, Humidity is 15.57324389%, pH value is 8.135900726, and Rainfall is 69.15759062 mm. The crop is ChickPea."
"If Nitrogen level is 35, Phosphorus level is 63, Potassium level is 76, Temperature is 17.81564548°C, Humidity is 17.60756635%, pH value is 7.714153038, and Rainfall is 90.82097601 mm. The crop is ChickPea."
"If Nitrogen level is 30, Phosphorus level is 65, Potassium level is 82, Temperature is 20.71424384°C, Humidity is 15.27824066%, pH value is 7.103798069, and Rainfall is 76.77888672 mm. The crop is ChickPea."
"If Nitrogen level is 57, Phosphorus level is 56, Potassium level is 78, Temperature is 17.34150229°C, Humidity is 18.75626255%, pH value is 8.861479668, and Rainfall is 67.9545435 mm. The crop is ChickPea."
"If Nitrogen level is 48, Phosphorus level is 65, Potassium level is 78, Temperature is 17.43732714°C, Humidity is 14.33847406%, pH value is 7.861128148, and Rainfall is 73.0926704 mm. The crop is ChickPea."
"If Nitrogen level is 36, Phosphorus level is 56, Potassium level is 83, Temperature is 18.89780215°C, Humidity is 19.76182946%, pH value is 7.4526709, and Rainfall is 69.09512477 mm. The crop is ChickPea."
"If Nitrogen level is 40, Phosphorus level is 58, Potassium level is 75, Temperature is 18.59190771°C, Humidity is 14.77959596%, pH value is 7.168096055, and Rainfall is 89.60982451 mm. The crop is ChickPea."
"If Nitrogen level is 49, Phosphorus level is 69, Potassium level is 82, Temperature is 18.31561493°C, Humidity is 15.36143547%, pH value is 7.26311855, and Rainfall is 81.78710463 mm. The crop is ChickPea."
"If Nitrogen level is 13, Phosphorus level is 60, Potassium level is 25, Temperature is 17.13692774°C, Humidity is 20.59541693%, pH value is 5.68597166, and Rainfall is 128.256862 mm. The crop is KidneyBeans."
"If Nitrogen level is 25, Phosphorus level is 70, Potassium level is 16, Temperature is 19.63474332°C, Humidity is 18.90705639%, pH value is 5.759237003, and Rainfall is 106.3598183 mm. The crop is KidneyBeans."
"If Nitrogen level is 31, Phosphorus level is 55, Potassium level is 22, Temperature is 22.91350245°C, Humidity is 21.33953114%, pH value is 5.873171894, and Rainfall is 109.225556 mm. The crop is KidneyBeans."
"If Nitrogen level is 40, Phosphorus level is 64, Potassium level is 16, Temperature is 16.43340342°C, Humidity is 24.24045875%, pH value is 5.926676985, and Rainfall is 140.3717815 mm. The crop is KidneyBeans."
"If Nitrogen level is 2, Phosphorus level is 61, Potassium level is 20, Temperature is 22.13974653°C, Humidity is 23.02251117%, pH value is 5.95561668, and Rainfall is 76.64128258 mm. The crop is KidneyBeans."
"If Nitrogen level is 26, Phosphorus level is 65, Potassium level is 22, Temperature is 17.84806561°C, Humidity is 18.77621951%, pH value is 5.949949081, and Rainfall is 143.0984171 mm. The crop is KidneyBeans."
"If Nitrogen level is 17, Phosphorus level is 57, Potassium level is 21, Temperature is 19.88394011°C, Humidity is 20.31564139%, pH value is 5.789214289, and Rainfall is 60.91974792 mm. The crop is KidneyBeans."
"If Nitrogen level is 26, Phosphorus level is 80, Potassium level is 18, Temperature is 19.32509638°C, Humidity is 23.3334788%, pH value is 5.581021521, and Rainfall is 104.7783947 mm. The crop is KidneyBeans."
"If Nitrogen level is 17, Phosphorus level is 59, Potassium level is 17, Temperature is 18.4167001°C, Humidity is 23.42829938%, pH value is 5.689858133, and Rainfall is 132.9801054 mm. The crop is KidneyBeans."
"If Nitrogen level is 27, Phosphorus level is 59, Potassium level is 22, Temperature is 21.81167649°C, Humidity is 23.20591245%, pH value is 5.794158504, and Rainfall is 130.0608093 mm. The crop is KidneyBeans."
"If Nitrogen level is 28, Phosphorus level is 58, Potassium level is 24, Temperature is 19.72702528°C, Humidity is 18.28173015%, pH value is 5.748190463, and Rainfall is 143.7630894 mm. The crop is KidneyBeans."
"If Nitrogen level is 25, Phosphorus level is 57, Potassium level is 19, Temperature is 17.15432954°C, Humidity is 19.87070659%, pH value is 5.566522896, and Rainfall is 87.99669731 mm. The crop is KidneyBeans."
"If Nitrogen level is 28, Phosphorus level is 80, Potassium level is 17, Temperature is 19.62207826°C, Humidity is 18.67170854%, pH value is 5.809419584, and Rainfall is 144.1567454 mm. The crop is KidneyBeans."
"If Nitrogen level is 25, Phosphorus level is 60, Potassium level is 22, Temperature is 21.63149148°C, Humidity is 21.17919701%, pH value is 5.887263027, and Rainfall is 134.3649948 mm. The crop is KidneyBeans."
"If Nitrogen level is 12, Phosphorus level is 78, Potassium level is 23, Temperature is 16.06522754°C, Humidity is 18.72479695%, pH value is 5.99812453, and Rainfall is 88.06638775 mm. The crop is KidneyBeans."
"If Nitrogen level is 6, Phosphorus level is 77, Potassium level is 25, Temperature is 20.61162204°C, Humidity is 24.36314135%, pH value is 5.792744849, and Rainfall is 69.63833855 mm. The crop is KidneyBeans."
"If Nitrogen level is 22, Phosphorus level is 79, Potassium level is 17, Temperature is 21.42451099°C, Humidity is 20.39659714%, pH value is 5.912289889, and Rainfall is 116.5206923 mm. The crop is KidneyBeans."
"If Nitrogen level is 27, Phosphorus level is 80, Potassium level is 15, Temperature is 19.07096165°C, Humidity is 21.21092266%, pH value is 5.788386951, and Rainfall is 86.21917578 mm. The crop is KidneyBeans."
"If Nitrogen level is 10, Phosphorus level is 55, Potassium level is 23, Temperature is 21.18853178°C, Humidity is 19.63438599%, pH value is 5.728233081, and Rainfall is 137.1948633 mm. The crop is KidneyBeans."
"If Nitrogen level is 23, Phosphorus level is 65, Potassium level is 20, Temperature is 23.0429097°C, Humidity is 22.42610972%, pH value is 5.833940084, and Rainfall is 108.3684316 mm. The crop is KidneyBeans."
"If Nitrogen level is 19, Phosphorus level is 78, Potassium level is 16, Temperature is 20.65375833°C, Humidity is 23.10538637%, pH value is 5.967533236, and Rainfall is 67.71768947 mm. The crop is KidneyBeans."
"If Nitrogen level is 19, Phosphorus level is 65, Potassium level is 25, Temperature is 18.09551014°C, Humidity is 18.29318436%, pH value is 5.625096446, and Rainfall is 144.7902323 mm. The crop is KidneyBeans."
"If Nitrogen level is 22, Phosphorus level is 70, Potassium level is 19, Temperature is 18.23775702°C, Humidity is 21.07643273%, pH value is 5.515615023, and Rainfall is 69.44951585 mm. The crop is KidneyBeans."
"If Nitrogen level is 37, Phosphorus level is 64, Potassium level is 22, Temperature is 17.48189735°C, Humidity is 18.8251973%, pH value is 5.954665349, and Rainfall is 121.9401369 mm. The crop is KidneyBeans."
"If Nitrogen level is 11, Phosphorus level is 71, Potassium level is 17, Temperature is 19.9191786°C, Humidity is 21.47324158%, pH value is 5.74644777, and Rainfall is 82.68554379 mm. The crop is KidneyBeans."
"If Nitrogen level is 18, Phosphorus level is 79, Potassium level is 20, Temperature is 20.27514686°C, Humidity is 23.2353604%, pH value is 5.877347515, and Rainfall is 139.7521543 mm. The crop is KidneyBeans."
"If Nitrogen level is 21, Phosphorus level is 63, Potassium level is 17, Temperature is 15.77370214°C, Humidity is 19.2303162%, pH value is 5.979973965, and Rainfall is 108.3441414 mm. The crop is KidneyBeans."
"If Nitrogen level is 24, Phosphorus level is 80, Potassium level is 22, Temperature is 16.71170642°C, Humidity is 19.17651433%, pH value is 5.635993966, and Rainfall is 96.77285817 mm. The crop is KidneyBeans."
"If Nitrogen level is 34, Phosphorus level is 60, Potassium level is 22, Temperature is 17.66148158°C, Humidity is 18.15302753%, pH value is 5.635231778, and Rainfall is 100.6711761 mm. The crop is KidneyBeans."
"If Nitrogen level is 16, Phosphorus level is 75, Potassium level is 21, Temperature is 18.50692825°C, Humidity is 23.61670065%, pH value is 5.679224346, and Rainfall is 87.0513289 mm. The crop is KidneyBeans."
"If Nitrogen level is 17, Phosphorus level is 77, Potassium level is 23, Temperature is 24.51324787°C, Humidity is 20.81527638%, pH value is 5.670062975, and Rainfall is 64.19497947 mm. The crop is KidneyBeans."
"If Nitrogen level is 37, Phosphorus level is 72, Potassium level is 18, Temperature is 18.87614998°C, Humidity is 24.54038287%, pH value is 5.724242065, and Rainfall is 105.4120514 mm. The crop is KidneyBeans."
"If Nitrogen level is 40, Phosphorus level is 73, Potassium level is 20, Temperature is 21.59343016°C, Humidity is 20.31871249%, pH value is 5.811314232, and Rainfall is 61.13872036 mm. The crop is KidneyBeans."
"If Nitrogen level is 9, Phosphorus level is 77, Potassium level is 17, Temperature is 20.12373284°C, Humidity is 24.45202552%, pH value is 5.783425416, and Rainfall is 106.158201 mm. The crop is KidneyBeans."
"If Nitrogen level is 1, Phosphorus level is 62, Potassium level is 23, Temperature is 15.43546065°C, Humidity is 18.37477907%, pH value is 5.607808432, and Rainfall is 139.0302034 mm. The crop is KidneyBeans."
"If Nitrogen level is 33, Phosphorus level is 59, Potassium level is 22, Temperature is 22.64236876°C, Humidity is 21.59396123%, pH value is 5.946999529, and Rainfall is 122.3886015 mm. The crop is KidneyBeans."
"If Nitrogen level is 23, Phosphorus level is 59, Potassium level is 19, Temperature is 21.98560799°C, Humidity is 24.87304788%, pH value is 5.852046999, and Rainfall is 129.5650601 mm. The crop is KidneyBeans."
"If Nitrogen level is 6, Phosphorus level is 62, Potassium level is 22, Temperature is 20.53052663°C, Humidity is 18.09224048%, pH value is 5.824090984, and Rainfall is 120.4509288 mm. The crop is KidneyBeans."
"If Nitrogen level is 25, Phosphorus level is 63, Potassium level is 20, Temperature is 15.78601387°C, Humidity is 21.14544088%, pH value is 5.502999119, and Rainfall is 95.17028129 mm. The crop is KidneyBeans."
"If Nitrogen level is 7, Phosphorus level is 79, Potassium level is 23, Temperature is 19.6365349°C, Humidity is 19.68751084%, pH value is 5.821649914, and Rainfall is 96.65888933 mm. The crop is KidneyBeans."
"If Nitrogen level is 8, Phosphorus level is 72, Potassium level is 17, Temperature is 20.57341244°C, Humidity is 19.7520218%, pH value is 5.711439256, and Rainfall is 87.87869161 mm. The crop is KidneyBeans."
"If Nitrogen level is 27, Phosphorus level is 64, Potassium level is 15, Temperature is 20.16080524°C, Humidity is 24.84207559%, pH value is 5.514927264, and Rainfall is 138.2362122 mm. The crop is KidneyBeans."
"If Nitrogen level is 28, Phosphorus level is 66, Potassium level is 23, Temperature is 21.53989176°C, Humidity is 24.25386207%, pH value is 5.99616119, and Rainfall is 120.6913038 mm. The crop is KidneyBeans."
"If Nitrogen level is 32, Phosphorus level is 57, Potassium level is 18, Temperature is 15.53834801°C, Humidity is 23.75560241%, pH value is 5.695422863, and Rainfall is 107.3850593 mm. The crop is KidneyBeans."
"If Nitrogen level is 27, Phosphorus level is 56, Potassium level is 22, Temperature is 19.91853092°C, Humidity is 20.70099804%, pH value is 5.833010958, and Rainfall is 108.6434544 mm. The crop is KidneyBeans."
"If Nitrogen level is 17, Phosphorus level is 77, Potassium level is 24, Temperature is 20.76952209°C, Humidity is 18.93146941%, pH value is 5.568456899, and Rainfall is 109.0193712 mm. The crop is KidneyBeans."
"If Nitrogen level is 0, Phosphorus level is 65, Potassium level is 15, Temperature is 23.46168338°C, Humidity is 23.22197648%, pH value is 5.645435626, and Rainfall is 95.84253438 mm. The crop is KidneyBeans."
"If Nitrogen level is 13, Phosphorus level is 72, Potassium level is 21, Temperature is 24.32116642°C, Humidity is 21.0278674%, pH value is 5.821194486, and Rainfall is 60.27552528 mm. The crop is KidneyBeans."
"If Nitrogen level is 34, Phosphorus level is 60, Potassium level is 23, Temperature is 20.12574053°C, Humidity is 24.96969858%, pH value is 5.659254981, and Rainfall is 100.0497183 mm. The crop is KidneyBeans."
"If Nitrogen level is 9, Phosphorus level is 80, Potassium level is 19, Temperature is 21.80619564°C, Humidity is 18.57086554%, pH value is 5.945465949, and Rainfall is 125.0972687 mm. The crop is KidneyBeans."
"If Nitrogen level is 11, Phosphorus level is 72, Potassium level is 20, Temperature is 19.52226241°C, Humidity is 24.92607153%, pH value is 5.951177452, and Rainfall is 113.334026 mm. The crop is KidneyBeans."
"If Nitrogen level is 3, Phosphorus level is 67, Potassium level is 24, Temperature is 17.00067625°C, Humidity is 19.90790546%, pH value is 5.520880014, and Rainfall is 103.2926407 mm. The crop is KidneyBeans."
"If Nitrogen level is 35, Phosphorus level is 69, Potassium level is 23, Temperature is 16.78791503°C, Humidity is 24.96881755%, pH value is 5.578410206, and Rainfall is 75.45328039 mm. The crop is KidneyBeans."
"If Nitrogen level is 3, Phosphorus level is 77, Potassium level is 25, Temperature is 24.84906168°C, Humidity is 22.89464642%, pH value is 5.608165195, and Rainfall is 62.21292186 mm. The crop is KidneyBeans."
"If Nitrogen level is 23, Phosphorus level is 62, Potassium level is 19, Temperature is 16.51783455°C, Humidity is 20.4555596%, pH value is 5.609435128, and Rainfall is 98.77794225 mm. The crop is KidneyBeans."
"If Nitrogen level is 22, Phosphorus level is 71, Potassium level is 17, Temperature is 18.15300153°C, Humidity is 19.38602098%, pH value is 5.509295379, and Rainfall is 107.6907964 mm. The crop is KidneyBeans."
"If Nitrogen level is 31, Phosphorus level is 79, Potassium level is 25, Temperature is 23.18864385°C, Humidity is 22.3104551%, pH value is 5.902033406, and Rainfall is 63.38208822 mm. The crop is KidneyBeans."
"If Nitrogen level is 34, Phosphorus level is 59, Potassium level is 18, Temperature is 23.38002569°C, Humidity is 21.98879437%, pH value is 5.744117663, and Rainfall is 87.66898664 mm. The crop is KidneyBeans."
"If Nitrogen level is 12, Phosphorus level is 63, Potassium level is 17, Temperature is 18.358923°C, Humidity is 19.37703396%, pH value is 5.717143397, and Rainfall is 138.414764 mm. The crop is KidneyBeans."
"If Nitrogen level is 27, Phosphorus level is 56, Potassium level is 20, Temperature is 19.25975367°C, Humidity is 20.51346956%, pH value is 5.542690119, and Rainfall is 94.9533526 mm. The crop is KidneyBeans."
"If Nitrogen level is 7, Phosphorus level is 63, Potassium level is 24, Temperature is 22.95458237°C, Humidity is 24.03553105%, pH value is 5.858617867, and Rainfall is 107.7315386 mm. The crop is KidneyBeans."
"If Nitrogen level is 24, Phosphorus level is 67, Potassium level is 22, Temperature is 20.120043°C, Humidity is 22.89845607%, pH value is 5.618844277, and Rainfall is 104.6252153 mm. The crop is KidneyBeans."
"If Nitrogen level is 11, Phosphorus level is 71, Potassium level is 24, Temperature is 21.14011423°C, Humidity is 22.7182355%, pH value is 5.606620346, and Rainfall is 141.6056722 mm. The crop is KidneyBeans."
"If Nitrogen level is 37, Phosphorus level is 74, Potassium level is 15, Temperature is 24.92360104°C, Humidity is 18.22590825%, pH value is 5.582178402, and Rainfall is 62.7089169 mm. The crop is KidneyBeans."
"If Nitrogen level is 25, Phosphorus level is 76, Potassium level is 24, Temperature is 15.33042636°C, Humidity is 24.91506728%, pH value is 5.56503533, and Rainfall is 135.3315583 mm. The crop is KidneyBeans."
"If Nitrogen level is 34, Phosphorus level is 66, Potassium level is 17, Temperature is 18.81097271°C, Humidity is 21.27833035%, pH value is 5.889614577, and Rainfall is 125.084915 mm. The crop is KidneyBeans."
"If Nitrogen level is 20, Phosphorus level is 69, Potassium level is 15, Temperature is 23.44260668°C, Humidity is 22.77255917%, pH value is 5.934136378, and Rainfall is 107.4137246 mm. The crop is KidneyBeans."
"If Nitrogen level is 37, Phosphorus level is 65, Potassium level is 16, Temperature is 22.8352024°C, Humidity is 18.97267518%, pH value is 5.683548308, and Rainfall is 63.59276673 mm. The crop is KidneyBeans."
"If Nitrogen level is 18, Phosphorus level is 74, Potassium level is 15, Temperature is 24.9035819°C, Humidity is 22.27512704%, pH value is 5.70836603, and Rainfall is 146.4727237 mm. The crop is KidneyBeans."
"If Nitrogen level is 4, Phosphorus level is 67, Potassium level is 25, Temperature is 23.78709569°C, Humidity is 24.35679348%, pH value is 5.948164454, and Rainfall is 119.6404412 mm. The crop is KidneyBeans."
"If Nitrogen level is 37, Phosphorus level is 56, Potassium level is 25, Temperature is 22.05592283°C, Humidity is 19.60379304%, pH value is 5.774755144, and Rainfall is 126.7265372 mm. The crop is KidneyBeans."
"If Nitrogen level is 5, Phosphorus level is 59, Potassium level is 15, Temperature is 18.87492997°C, Humidity is 20.18238348%, pH value is 5.97229163, and Rainfall is 134.1811718 mm. The crop is KidneyBeans."
"If Nitrogen level is 11, Phosphorus level is 61, Potassium level is 21, Temperature is 18.62328774°C, Humidity is 23.02410338%, pH value is 5.532100554, and Rainfall is 135.3378033 mm. The crop is KidneyBeans."
"If Nitrogen level is 22, Phosphorus level is 80, Potassium level is 20, Temperature is 23.00884744°C, Humidity is 18.86880997%, pH value is 5.669560726, and Rainfall is 100.118612 mm. The crop is KidneyBeans."
"If Nitrogen level is 12, Phosphorus level is 61, Potassium level is 19, Temperature is 19.33162606°C, Humidity is 24.13995025%, pH value is 5.655726817, and Rainfall is 68.51253427 mm. The crop is KidneyBeans."
"If Nitrogen level is 5, Phosphorus level is 74, Potassium level is 21, Temperature is 16.24469193°C, Humidity is 21.35793891%, pH value is 5.591704014, and Rainfall is 66.97053257 mm. The crop is KidneyBeans."
